year,state,quarter,gennme,suppression,totalRX
2019,FL,4,Benazepril Hydrochloride,F,1683
2019,FL,4,Benazepril Hydrochloride,T,0
2019,FL,4,Benazepril Hydrochloride/Hydrochlorothiazide,T,0
2019,FL,4,Bisoprolol Fumarate,F,595
2019,FL,4,Bisoprolol Fumarate,T,0
2019,FL,4,Bisoprolol Fumarate/Hydrochlorothiazide,F,317
2019,FL,4,Bisoprolol Fumarate/Hydrochlorothiazide,T,0
2019,FL,4,Bosentan,F,43
2019,FL,4,Bosentan,T,0
2019,FL,4,Bumetanide,F,3868
2019,FL,4,Bumetanide,T,0
2019,FL,4,Candesartan Cilexetil,F,136
2019,FL,4,Candesartan Cilexetil,T,0
2019,FL,4,Candesartan Cilexetil/Hydrochlorothiazide,F,12
2019,FL,4,Candesartan Cilexetil/Hydrochlorothiazide,T,0
2019,FL,4,Captopril,F,158
2019,FL,4,Captopril,T,0
2019,FL,4,Carvedilol,F,34053
2019,FL,4,Carvedilol,T,0
2019,FL,4,Carvedilol Phosphate,T,0
2019,FL,4,Chlorothiazide,F,453
2019,FL,4,Chlorothiazide,T,0
2019,FL,4,Chlorthalidone,F,5983
2019,FL,4,Chlorthalidone,T,0
2019,FL,4,Clonidine Hydrochloride,F,70508
2019,FL,4,Clonidine Hydrochloride,T,0
2019,FL,4,Diltiazem Hydrochloride,F,5449
2019,FL,4,Diltiazem Hydrochloride,T,0
2019,FL,4,Doxazosin Mesylate,F,2128
2019,FL,4,Doxazosin Mesylate,T,0
2019,FL,4,Enalapril Maleate,F,9788
2019,FL,4,Enalapril Maleate,T,0
2019,FL,4,Enalapril Maleate/Hydrochlorothiazide,F,306
2019,FL,4,Enalapril Maleate/Hydrochlorothiazide,T,0
2019,FL,4,Eplerenone,F,209
2019,FL,4,Eplerenone,T,0
2019,FL,4,Felodipine,F,108
2019,FL,4,Felodipine,T,0
2019,FL,4,Fosinopril Sodium,F,33
2019,FL,4,Fosinopril Sodium,T,0
2019,FL,4,Fosinopril Sodium/Hydrochlorothiazide,T,0
2019,FL,4,Furosemide,F,32434
2019,FL,4,Furosemide,T,0
2019,FL,4,Guanfacine Hydrochloride,F,56895
2019,FL,4,Guanfacine Hydrochloride,T,0
2019,FL,4,Hydralazine Hydrochloride,F,9752
2019,FL,4,Hydralazine Hydrochloride,T,0
2019,FL,4,Hydralazine Hydrochloride/Isosorbide Dinitrate,F,20
2019,FL,4,Hydrochlorothiazide,F,41781
2019,FL,4,Hydrochlorothiazide,T,0
2019,FL,4,Hydrochlorothiazide/Irbesartan,F,49
2019,FL,4,Hydrochlorothiazide/Irbesartan,T,0
2019,FL,4,Hydrochlorothiazide/Lisinopril,F,11757
2019,FL,4,Hydrochlorothiazide/Lisinopril,T,0
2019,FL,4,Hydrochlorothiazide/Losartan Potassium,F,8374
2019,FL,4,Hydrochlorothiazide/Losartan Potassium,T,0
2019,FL,4,Hydrochlorothiazide/Metoprolol Tartrate,T,0
2019,FL,4,Hydrochlorothiazide/Propranolol Hydrochloride,T,0
2019,FL,4,Hydrochlorothiazide/Quinapril Hydrochloride,T,0
2019,FL,4,Hydrochlorothiazide/Spironolactone,F,136
2019,FL,4,Hydrochlorothiazide/Spironolactone,T,0
2019,FL,4,Hydrochlorothiazide/Telmisartan,T,0
2019,FL,4,Hydrochlorothiazide/Triamterene,F,2454
2019,FL,4,Hydrochlorothiazide/Triamterene,T,0
2019,FL,4,Hydrochlorothiazide/Valsartan,F,180
2019,FL,4,Hydrochlorothiazide/Valsartan,T,0
2019,FL,4,Indapamide,F,366
2019,FL,4,Indapamide,T,0
2019,FL,4,Irbesartan,F,1669
2019,FL,4,Irbesartan,T,0
2019,FL,4,Isradipine,T,0
2019,FL,4,Labetalol Hydrochloride,F,7290
2019,FL,4,Labetalol Hydrochloride,T,0
2019,FL,4,Lisinopril,F,82020
2019,FL,4,Lisinopril,T,0
2019,FL,4,Losartan Potassium,F,53068
2019,FL,4,Losartan Potassium,T,0
2019,FL,4,Macitentan,F,101
2019,FL,4,Methyldopa,F,397
2019,FL,4,Methyldopa,T,0
2019,FL,4,Metolazone,F,959
2019,FL,4,Metolazone,T,0
2019,FL,4,Metoprolol Succinate,F,25167
2019,FL,4,Metoprolol Succinate,T,0
2019,FL,4,Metoprolol Tartrate,F,33040
2019,FL,4,Metoprolol Tartrate,T,0
2019,FL,4,Minoxidil,F,511
2019,FL,4,Minoxidil,T,0
2019,FL,4,Nadolol,F,321
2019,FL,4,Nadolol,T,0
2019,FL,4,Nebivolol Hydrochloride,F,174
2019,FL,4,Nebivolol Hydrochloride,T,0
2019,FL,4,Nifedipine,F,12807
2019,FL,4,Nifedipine,T,0
2019,FL,4,Nimodipine,T,0
2019,FL,4,Pindolol,T,0
2019,FL,4,Prazosin Hydrochloride,F,7472
2019,FL,4,Prazosin Hydrochloride,T,0
2019,FL,4,Propranolol Hydrochloride,F,12673
2019,FL,4,Propranolol Hydrochloride,T,0
2019,FL,4,Quinapril Hydrochloride,F,188
2019,FL,4,Quinapril Hydrochloride,T,0
2019,FL,4,Ramipril,F,848
2019,FL,4,Ramipril,T,0
2019,FL,4,Riociguat,F,33
2019,FL,4,Riociguat,T,0
2019,FL,4,Sacubitril/Valsartan,F,4834
2019,FL,4,Sacubitril/Valsartan,T,0
2019,FL,4,Sotalol Hydrochloride,F,756
2019,FL,4,Sotalol Hydrochloride,T,0
2019,FL,4,Spironolactone,F,13814
2019,FL,4,Spironolactone,T,0
2019,FL,4,Telmisartan,F,147
2019,FL,4,Telmisartan,T,0
2019,FL,4,Tolvaptan,T,0
2019,FL,4,Tolvaptan;Tolvaptan,F,13
2019,FL,4,Torsemide,F,1358
2019,FL,4,Torsemide,T,0
2019,FL,4,Trandolapril/Verapamil Hydrochloride,T,0
2019,FL,4,Valsartan,F,275
2019,FL,4,Valsartan,T,0
2019,FL,4,Verapamil Hydrochloride,F,2392
2019,FL,4,Verapamil Hydrochloride,T,0
2019,GA,1,Acebutolol Hydrochloride,F,37
2019,GA,1,Acebutolol Hydrochloride,T,0
2019,GA,1,Aliskiren,T,0
2019,GA,1,Aliskiren/Hydrochlorothiazide,T,0
2019,GA,1,Ambrisentan,F,92
2019,GA,1,Ambrisentan,T,0
2019,GA,1,Amiloride Hydrochloride,F,84
2019,GA,1,Amiloride Hydrochloride,T,0
2019,GA,1,Amiloride Hydrochloride/Hydrochlorothiazide,F,14
2019,GA,1,Amiloride Hydrochloride/Hydrochlorothiazide,T,0
2019,GA,1,Amlodipine Besylate,F,48828
2019,GA,1,Amlodipine Besylate,T,0
2019,GA,1,Amlodipine Besylate/Benazepril Hydrochloride,F,1254
2019,GA,1,Amlodipine Besylate/Benazepril Hydrochloride,T,0
2019,GA,1,Amlodipine Besylate/HCTZ/Olmesartan Medoxomil,T,0
2019,GA,1,Amlodipine Besylate/Hydrochlorothiazide/Valsartan,T,0
2019,GA,1,Amlodipine Besylate/Olmesartan Medoxomil,T,0
2019,GA,1,Amlodipine Besylate/Telmisartan,T,0
2019,GA,1,Amlodipine Besylate/Valsartan,F,15
2019,GA,1,Amlodipine Besylate/Valsartan,T,0
2019,GA,1,Atenolol,F,7304
2019,GA,1,Atenolol,T,0
2019,GA,1,Atenolol/Chlorthalidone,F,901
2019,GA,1,Atenolol/Chlorthalidone,T,0
2019,GA,1,Azilsartan Medoxomil/Chlorthalidone,T,0
2019,GA,1,Benazepril Hydrochloride,F,1391
2019,GA,1,Benazepril Hydrochloride,T,0
2019,GA,1,Benazepril Hydrochloride/Hydrochlorothiazide,F,243
2019,GA,1,Benazepril Hydrochloride/Hydrochlorothiazide,T,0
2019,GA,1,Betaxolol Hydrochloride,T,0
2019,GA,1,Bisoprolol Fumarate,F,538
2019,GA,1,Bisoprolol Fumarate,T,0
2019,GA,1,Bisoprolol Fumarate/Hydrochlorothiazide,F,1272
2019,GA,1,Bisoprolol Fumarate/Hydrochlorothiazide,T,0
2019,GA,1,Bosentan,F,15
2019,GA,1,Bosentan,T,0
2019,GA,1,Bumetanide,F,1093
2019,GA,1,Bumetanide,T,0
2019,GA,1,Candesartan Cilexetil,T,0
2019,GA,1,Candesartan Cilexetil/Hydrochlorothiazide,T,0
2019,GA,1,Captopril,F,33
2019,GA,1,Captopril,T,0
2019,GA,1,Captopril/Hydrochlorothiazide,T,0
2019,GA,1,Carvedilol,F,21062
2019,GA,1,Carvedilol,T,0
2019,GA,1,Carvedilol Phosphate,T,0
2019,GA,1,Chlorothiazide,F,194
2019,GA,1,Chlorothiazide,T,0
2019,GA,1,Chlorthalidone,F,3066
2019,GA,1,Chlorthalidone,T,0
2019,GA,1,Clonidine Hydrochloride,F,57142
2019,GA,1,Clonidine Hydrochloride,T,0
2019,GA,1,Diltiazem Hydrochloride,F,3365
2019,GA,1,Diltiazem Hydrochloride,T,0
2019,GA,1,Doxazosin Mesylate,F,1464
2019,GA,1,Doxazosin Mesylate,T,0
2019,GA,1,Enalapril Maleate,F,1422
2019,GA,1,Enalapril Maleate,T,0
2019,GA,1,Enalapril Maleate/Hydrochlorothiazide,F,74
2019,GA,1,Enalapril Maleate/Hydrochlorothiazide,T,0
2019,GA,1,Eplerenone,F,33
2019,GA,1,Eplerenone,T,0
2019,GA,1,Felodipine,F,15
2019,GA,1,Felodipine,T,0
2019,GA,1,Fosinopril Sodium,F,60
2019,GA,1,Fosinopril Sodium,T,0
2019,GA,1,Furosemide,F,24613
2019,GA,1,Furosemide,T,0
2019,GA,1,Guanfacine Hydrochloride,F,23771
2019,GA,1,Guanfacine Hydrochloride,T,0
2019,GA,1,Hydralazine Hydrochloride,F,8134
2019,GA,1,Hydralazine Hydrochloride,T,0
2019,GA,1,Hydralazine Hydrochloride/Isosorbide Dinitrate,T,0
2019,GA,1,Hydrochlorothiazide,F,24938
2019,GA,1,Hydrochlorothiazide,T,0
2019,GA,1,Hydrochlorothiazide/Irbesartan,F,32
2019,GA,1,Hydrochlorothiazide/Irbesartan,T,0
2019,GA,1,Hydrochlorothiazide/Lisinopril,F,13704
2019,GA,1,Hydrochlorothiazide/Lisinopril,T,0
2019,GA,1,Hydrochlorothiazide/Losartan Potassium,F,7032
2019,GA,1,Hydrochlorothiazide/Losartan Potassium,T,0
2019,GA,1,Hydrochlorothiazide/Methyldopa,T,0
2019,GA,1,Hydrochlorothiazide/Metoprolol Tartrate,F,15
2019,GA,1,Hydrochlorothiazide/Metoprolol Tartrate,T,0
2019,GA,1,Hydrochlorothiazide/Propranolol Hydrochloride,T,0
2019,GA,1,Hydrochlorothiazide/Quinapril Hydrochloride,T,0
2019,GA,1,Hydrochlorothiazide/Spironolactone,F,103
2019,GA,1,Hydrochlorothiazide/Spironolactone,T,0
2019,GA,1,Hydrochlorothiazide/Telmisartan,T,0
2019,GA,1,Hydrochlorothiazide/Triamterene,F,3234
2019,GA,1,Hydrochlorothiazide/Triamterene,T,0
2019,GA,1,Hydrochlorothiazide/Valsartan,F,480
2019,GA,1,Hydrochlorothiazide/Valsartan,T,0
2019,GA,1,Indapamide,F,212
2019,GA,1,Indapamide,T,0
2019,GA,1,Irbesartan,F,435
2019,GA,1,Irbesartan,T,0
2019,GA,1,Isradipine,T,0
2019,GA,1,Labetalol Hydrochloride,F,5066
2019,GA,1,Labetalol Hydrochloride,T,0
2019,GA,1,Lisinopril,F,47091
2019,GA,1,Lisinopril,T,0
2019,GA,1,Losartan Potassium,F,19229
2019,GA,1,Losartan Potassium,T,0
2019,GA,1,Macitentan,F,41
2019,GA,1,Macitentan,T,0
2019,GA,1,Methyldopa,F,300
2019,GA,1,Methyldopa,T,0
2019,GA,1,Metolazone,F,817
2019,GA,1,Metolazone,T,0
2019,GA,1,Metoprolol Succinate,F,14295
2019,GA,1,Metoprolol Succinate,T,0
2019,GA,1,Metoprolol Tartrate,F,19523
2019,GA,1,Metoprolol Tartrate,T,0
2019,GA,1,Minoxidil,F,305
2019,GA,1,Minoxidil,T,0
2019,GA,1,Moexipril Hydrochloride,T,0
2019,GA,1,Nadolol,F,692
2019,GA,1,Nadolol,T,0
2019,GA,1,Nebivolol Hydrochloride,F,165
2019,GA,1,Nebivolol Hydrochloride,T,0
2019,GA,1,Nicardipine Hydrochloride,T,0
2019,GA,1,Nifedipine,F,6820
2019,GA,1,Nifedipine,T,0
2019,GA,1,Nimodipine,T,0
2019,GA,1,Perindopril Erbumine,T,0
2019,GA,1,Pindolol,T,0
2019,GA,1,Prazosin Hydrochloride,F,3579
2019,GA,1,Prazosin Hydrochloride,T,0
2019,GA,1,Propranolol Hydrochloride,F,7749
2019,GA,1,Propranolol Hydrochloride,T,0
2019,GA,1,Quinapril Hydrochloride,F,168
2019,GA,1,Quinapril Hydrochloride,T,0
2019,GA,1,Ramipril,F,266
2019,GA,1,Ramipril,T,0
2019,GA,1,Riociguat,T,0
2019,GA,1,Sacubitril/Valsartan,F,755
2019,GA,1,Sacubitril/Valsartan,T,0
2019,GA,1,Sotalol Hydrochloride,F,475
2019,GA,1,Sotalol Hydrochloride,T,0
2019,GA,1,Spironolactone,F,8990
2019,GA,1,Spironolactone,T,0
2019,GA,1,Telmisartan,F,32
2019,GA,1,Telmisartan,T,0
2019,GA,1,Timolol Maleate,T,0
2019,GA,1,Tolvaptan,T,0
2019,GA,1,Tolvaptan;Tolvaptan,T,0
2019,GA,1,Torsemide,F,1788
2019,GA,1,Torsemide,T,0
2019,GA,1,Trandolapril,T,0
2019,GA,1,Valsartan,F,755
2019,GA,1,Valsartan,T,0
2019,GA,1,Verapamil Hydrochloride,F,1924
2019,GA,1,Verapamil Hydrochloride,T,0
2019,GA,2,Acebutolol Hydrochloride,F,46
2019,GA,2,Acebutolol Hydrochloride,T,0
2019,GA,2,Aliskiren,T,0
2019,GA,2,Aliskiren/Hydrochlorothiazide,T,0
2019,GA,2,Ambrisentan,F,102
2019,GA,2,Ambrisentan,T,0
2019,GA,2,Amiloride Hydrochloride,F,93
2019,GA,2,Amiloride Hydrochloride/Hydrochlorothiazide,T,0
2019,GA,2,Amlodipine Besylate,F,49480
2019,GA,2,Amlodipine Besylate,T,0
2019,GA,2,Amlodipine Besylate/Benazepril Hydrochloride,F,1212
2019,GA,2,Amlodipine Besylate/Benazepril Hydrochloride,T,0
2019,GA,2,Amlodipine Besylate/HCTZ/Olmesartan Medoxomil,T,0
2019,GA,2,Amlodipine Besylate/Hydrochlorothiazide/Valsartan,T,0
2019,GA,2,Amlodipine Besylate/Olmesartan Medoxomil,T,0
2019,GA,2,Amlodipine Besylate/Telmisartan,T,0
2019,GA,2,Amlodipine Besylate/Valsartan,F,15
2019,GA,2,Amlodipine Besylate/Valsartan,T,0
2019,GA,2,Atenolol,F,7038
2019,GA,2,Atenolol,T,0
2019,GA,2,Atenolol/Chlorthalidone,F,928
2019,GA,2,Atenolol/Chlorthalidone,T,0
2019,GA,2,Azilsartan Medoxomil/Chlorthalidone,T,0
2019,GA,2,Benazepril Hydrochloride,F,1381
2019,GA,2,Benazepril Hydrochloride,T,0
2019,GA,2,Benazepril Hydrochloride/Hydrochlorothiazide,F,231
2019,GA,2,Benazepril Hydrochloride/Hydrochlorothiazide,T,0
2019,GA,2,Betaxolol Hydrochloride,T,0
2019,GA,2,Bisoprolol Fumarate,F,547
2019,GA,2,Bisoprolol Fumarate,T,0
2019,GA,2,Bisoprolol Fumarate/Hydrochlorothiazide,F,1213
2019,GA,2,Bisoprolol Fumarate/Hydrochlorothiazide,T,0
2019,GA,2,Bosentan,T,0
2019,GA,2,Bumetanide,F,1185
2019,GA,2,Bumetanide,T,0
2019,GA,2,Candesartan Cilexetil,T,0
2019,GA,2,Candesartan Cilexetil/Hydrochlorothiazide,T,0
2019,GA,2,Captopril,F,31
2019,GA,2,Captopril,T,0
2019,GA,2,Captopril/Hydrochlorothiazide,T,0
2019,GA,2,Carvedilol,F,20853
2019,GA,2,Carvedilol,T,0
2019,GA,2,Carvedilol Phosphate,T,0
2019,GA,2,Chlorothiazide,F,154
2019,GA,2,Chlorothiazide,T,0
2019,GA,2,Chlorthalidone,F,3219
2019,GA,2,Chlorthalidone,T,0
2019,GA,2,Clonidine Hydrochloride,F,54043
2019,GA,2,Clonidine Hydrochloride,T,0
2019,GA,2,Diltiazem Hydrochloride,F,3494
2019,GA,2,Diltiazem Hydrochloride,T,0
2019,GA,2,Doxazosin Mesylate,F,1398
2019,GA,2,Doxazosin Mesylate,T,0
2019,GA,2,Enalapril Maleate,F,1303
2019,GA,2,Enalapril Maleate,T,0
2019,GA,2,Enalapril Maleate/Hydrochlorothiazide,F,102
2019,GA,2,Enalapril Maleate/Hydrochlorothiazide,T,0
2019,GA,2,Eplerenone,F,53
2019,GA,2,Eplerenone,T,0
2019,GA,2,Felodipine,F,15
2019,GA,2,Felodipine,T,0
2019,GA,2,Fosinopril Sodium,T,0
2019,GA,2,Fosinopril Sodium/Hydrochlorothiazide,T,0
2019,GA,2,Furosemide,F,24871
2019,GA,2,Furosemide,T,0
2019,GA,2,Guanfacine Hydrochloride,F,24645
2019,GA,2,Guanfacine Hydrochloride,T,0
2019,GA,2,Hydralazine Hydrochloride,F,8279
2019,GA,2,Hydralazine Hydrochloride,T,0
2019,GA,2,Hydralazine Hydrochloride/Isosorbide Dinitrate,T,0
2019,GA,2,Hydrochlorothiazide,F,25496
2019,GA,2,Hydrochlorothiazide,T,0
2019,GA,2,Hydrochlorothiazide/Irbesartan,F,93
2019,GA,2,Hydrochlorothiazide/Irbesartan,T,0
2019,GA,2,Hydrochlorothiazide/Lisinopril,F,13530
2019,GA,2,Hydrochlorothiazide/Lisinopril,T,0
2019,GA,2,Hydrochlorothiazide/Losartan Potassium,F,6178
2019,GA,2,Hydrochlorothiazide/Losartan Potassium,T,0
2019,GA,2,Hydrochlorothiazide/Methyldopa,T,0
2019,GA,2,Hydrochlorothiazide/Metoprolol Tartrate,F,20
2019,GA,2,Hydrochlorothiazide/Metoprolol Tartrate,T,0
2019,GA,2,Hydrochlorothiazide/Propranolol Hydrochloride,T,0
2019,GA,2,Hydrochlorothiazide/Quinapril Hydrochloride,T,0
2019,GA,2,Hydrochlorothiazide/Spironolactone,F,80
2019,GA,2,Hydrochlorothiazide/Spironolactone,T,0
2019,GA,2,Hydrochlorothiazide/Telmisartan,F,41
2019,GA,2,Hydrochlorothiazide/Telmisartan,T,0
2019,GA,2,Hydrochlorothiazide/Triamterene,F,3210
2019,GA,2,Hydrochlorothiazide/Triamterene,T,0
2019,GA,2,Hydrochlorothiazide/Valsartan,F,704
2019,GA,2,Hydrochlorothiazide/Valsartan,T,0
2019,GA,2,Indapamide,F,206
2019,GA,2,Indapamide,T,0
2019,GA,2,Irbesartan,F,456
2019,GA,2,Irbesartan,T,0
2019,GA,2,Labetalol Hydrochloride,F,5106
2019,GA,2,Labetalol Hydrochloride,T,0
2019,GA,2,Lisinopril,F,45902
2019,GA,2,Lisinopril,T,0
2019,GA,2,Losartan Potassium,F,19040
2019,GA,2,Losartan Potassium,T,0
2019,GA,2,Macitentan,F,47
2019,GA,2,Macitentan,T,0
2019,GA,2,Methyldopa,F,236
2019,GA,2,Methyldopa,T,0
2019,GA,2,Metolazone,F,837
2019,GA,2,Metolazone,T,0
2019,GA,2,Metoprolol Succinate,F,14685
2019,GA,2,Metoprolol Succinate,T,0
2019,GA,2,Metoprolol Tartrate,F,19161
2019,GA,2,Metoprolol Tartrate,T,0
2019,GA,2,Minoxidil,F,254
2019,GA,2,Minoxidil,T,0
2019,GA,2,Moexipril Hydrochloride,T,0
2019,GA,2,Nadolol,F,728
2019,GA,2,Nadolol,T,0
2019,GA,2,Nebivolol Hydrochloride,F,160
2019,GA,2,Nebivolol Hydrochloride,T,0
2019,GA,2,Nifedipine,F,6816
2019,GA,2,Nifedipine,T,0
2019,GA,2,Nimodipine,T,0
2019,GA,2,Perindopril Erbumine,T,0
2019,GA,2,Pindolol,F,17
2019,GA,2,Pindolol,T,0
2019,GA,2,Prazosin Hydrochloride,F,3632
2019,GA,2,Prazosin Hydrochloride,T,0
2019,GA,2,Propranolol Hydrochloride,F,7787
2019,GA,2,Propranolol Hydrochloride,T,0
2019,GA,2,Quinapril Hydrochloride,F,153
2019,GA,2,Quinapril Hydrochloride,T,0
2019,GA,2,Ramipril,F,327
2019,GA,2,Ramipril,T,0
2019,GA,2,Riociguat,F,17
2019,GA,2,Riociguat,T,0
2019,GA,2,Sacubitril/Valsartan,F,866
2019,GA,2,Sacubitril/Valsartan,T,0
2019,GA,2,Sotalol Hydrochloride,F,444
2019,GA,2,Sotalol Hydrochloride,T,0
2019,GA,2,Spironolactone,F,9187
2019,GA,2,Spironolactone,T,0
2019,GA,2,Telmisartan,F,74
2019,GA,2,Telmisartan,T,0
2019,GA,2,Tolvaptan,T,0
2019,GA,2,Tolvaptan;Tolvaptan,T,0
2019,GA,2,Torsemide,F,1950
2019,GA,2,Torsemide,T,0
2019,GA,2,Trandolapril,F,15
2019,GA,2,Trandolapril,T,0
2019,GA,2,Valsartan,F,1136
2019,GA,2,Valsartan,T,0
2019,GA,2,Verapamil Hydrochloride,F,1853
2019,GA,2,Verapamil Hydrochloride,T,0
2019,GA,3,Acebutolol Hydrochloride,F,47
2019,GA,3,Acebutolol Hydrochloride,T,0
2019,GA,3,Aliskiren,T,0
2019,GA,3,Aliskiren/Hydrochlorothiazide,T,0
2019,GA,3,Ambrisentan,F,97
2019,GA,3,Ambrisentan,T,0
2019,GA,3,Amiloride Hydrochloride,F,93
2019,GA,3,Amiloride Hydrochloride/Hydrochlorothiazide,T,0
2019,GA,3,Amlodipine Besylate,F,48529
2019,GA,3,Amlodipine Besylate,T,0
2019,GA,3,Amlodipine Besylate/Benazepril Hydrochloride,F,1172
2019,GA,3,Amlodipine Besylate/Benazepril Hydrochloride,T,0
2019,GA,3,Amlodipine Besylate/HCTZ/Olmesartan Medoxomil,T,0
2019,GA,3,Amlodipine Besylate/Hydrochlorothiazide/Valsartan,T,0
2019,GA,3,Amlodipine Besylate/Olmesartan Medoxomil,T,0
2019,GA,3,Amlodipine Besylate/Telmisartan,T,0
2019,GA,3,Amlodipine Besylate/Valsartan,F,13
2019,GA,3,Amlodipine Besylate/Valsartan,T,0
2019,GA,3,Atenolol,F,6931
2019,GA,3,Atenolol,T,0
2019,GA,3,Atenolol/Chlorthalidone,F,871
2019,GA,3,Atenolol/Chlorthalidone,T,0
2019,GA,3,Azilsartan Medoxomil/Chlorthalidone,F,19
2019,GA,3,Azilsartan Medoxomil/Chlorthalidone,T,0
2019,GA,3,Benazepril Hydrochloride,F,1344
2019,GA,3,Benazepril Hydrochloride,T,0
2019,GA,3,Benazepril Hydrochloride/Hydrochlorothiazide,F,191
2019,GA,3,Benazepril Hydrochloride/Hydrochlorothiazide,T,0
2019,GA,3,Betaxolol Hydrochloride,T,0
2019,GA,3,Bisoprolol Fumarate,F,530
2019,GA,3,Bisoprolol Fumarate,T,0
2019,GA,3,Bisoprolol Fumarate/Hydrochlorothiazide,F,1203
2019,GA,3,Bisoprolol Fumarate/Hydrochlorothiazide,T,0
2019,GA,3,Bosentan,T,0
2019,GA,3,Bumetanide,F,1187
2019,GA,3,Bumetanide,T,0
2019,GA,3,Candesartan Cilexetil,T,0
2019,GA,3,Candesartan Cilexetil/Hydrochlorothiazide,F,13
2019,GA,3,Candesartan Cilexetil/Hydrochlorothiazide,T,0
2019,GA,3,Captopril,F,34
2019,GA,3,Captopril,T,0
2019,GA,3,Captopril/Hydrochlorothiazide,T,0
2019,GA,3,Carvedilol,F,20729
2019,GA,3,Carvedilol,T,0
2019,GA,3,Carvedilol Phosphate,T,0
2019,GA,3,Chlorothiazide,F,160
2019,GA,3,Chlorothiazide,T,0
2019,GA,3,Chlorthalidone,F,3187
2019,GA,3,Chlorthalidone,T,0
2019,GA,3,Clonidine Hydrochloride,F,55400
2019,GA,3,Clonidine Hydrochloride,T,0
2019,GA,3,Diltiazem Hydrochloride,F,3226
2019,GA,3,Diltiazem Hydrochloride,T,0
2019,GA,3,Doxazosin Mesylate,F,1326
2019,GA,3,Doxazosin Mesylate,T,0
2019,GA,3,Enalapril Maleate,F,1224
2019,GA,3,Enalapril Maleate,T,0
2019,GA,3,Enalapril Maleate/Hydrochlorothiazide,F,75
2019,GA,3,Enalapril Maleate/Hydrochlorothiazide,T,0
2019,GA,3,Eplerenone,F,55
2019,GA,3,Eplerenone,T,0
2019,GA,3,Felodipine,F,15
2019,GA,3,Felodipine,T,0
2019,GA,3,Fosinopril Sodium,F,53
2019,GA,3,Fosinopril Sodium,T,0
2019,GA,3,Furosemide,F,24589
2019,GA,3,Furosemide,T,0
2019,GA,3,Guanfacine Hydrochloride,F,25659
2019,GA,3,Guanfacine Hydrochloride,T,0
2019,GA,3,Hydralazine Hydrochloride,F,8386
2019,GA,3,Hydralazine Hydrochloride,T,0
2019,GA,3,Hydralazine Hydrochloride/Isosorbide Dinitrate,T,0
2019,GA,3,Hydrochlorothiazide,F,25680
2019,GA,3,Hydrochlorothiazide,T,0
2019,GA,3,Hydrochlorothiazide/Irbesartan,F,71
2019,GA,3,Hydrochlorothiazide/Irbesartan,T,0
2019,GA,3,Hydrochlorothiazide/Lisinopril,F,13147
2019,GA,3,Hydrochlorothiazide/Lisinopril,T,0
2019,GA,3,Hydrochlorothiazide/Losartan Potassium,F,5689
2019,GA,3,Hydrochlorothiazide/Losartan Potassium,T,0
2019,GA,3,Hydrochlorothiazide/Methyldopa,T,0
2019,GA,3,Hydrochlorothiazide/Metoprolol Tartrate,F,22
2019,GA,3,Hydrochlorothiazide/Metoprolol Tartrate,T,0
2019,GA,3,Hydrochlorothiazide/Propranolol Hydrochloride,T,0
2019,GA,3,Hydrochlorothiazide/Quinapril Hydrochloride,T,0
2019,GA,3,Hydrochlorothiazide/Spironolactone,F,110
2019,GA,3,Hydrochlorothiazide/Spironolactone,T,0
2019,GA,3,Hydrochlorothiazide/Telmisartan,F,28
2019,GA,3,Hydrochlorothiazide/Telmisartan,T,0
2019,GA,3,Hydrochlorothiazide/Triamterene,F,3233
2019,GA,3,Hydrochlorothiazide/Triamterene,T,0
2019,GA,3,Hydrochlorothiazide/Valsartan,F,764
2019,GA,3,Hydrochlorothiazide/Valsartan,T,0
2019,GA,3,Indapamide,F,226
2019,GA,3,Indapamide,T,0
2019,GA,3,Irbesartan,F,392
2019,GA,3,Irbesartan,T,0
2019,GA,3,Labetalol Hydrochloride,F,5214
2019,GA,3,Labetalol Hydrochloride,T,0
2019,GA,3,Lisinopril,F,45115
2019,GA,3,Lisinopril,T,0
2019,GA,3,Losartan Potassium,F,19313
2019,GA,3,Losartan Potassium,T,0
2019,GA,3,Macitentan,F,47
2019,GA,3,Macitentan,T,0
2019,GA,3,Methyldopa,F,214
2019,GA,3,Methyldopa,T,0
2019,GA,3,Metolazone,F,724
2019,GA,3,Metolazone,T,0
2019,GA,3,Metoprolol Succinate,F,14718
2019,GA,3,Metoprolol Succinate,T,0
2019,GA,3,Metoprolol Tartrate,F,18895
2019,GA,3,Metoprolol Tartrate,T,0
2019,GA,3,Minoxidil,F,272
2019,GA,3,Minoxidil,T,0
2019,GA,3,Moexipril Hydrochloride,T,0
2019,GA,3,Nadolol,F,724
2019,GA,3,Nadolol,T,0
2019,GA,3,Nebivolol Hydrochloride,F,166
2019,GA,3,Nebivolol Hydrochloride,T,0
2019,GA,3,Nifedipine,F,6734
2019,GA,3,Nifedipine,T,0
2019,GA,3,Nimodipine,T,0
2019,GA,3,Nisoldipine,T,0
2019,GA,3,Perindopril Erbumine,T,0
2019,GA,3,Pindolol,T,0
2019,GA,3,Prazosin Hydrochloride,F,3781
2019,GA,3,Prazosin Hydrochloride,T,0
2019,GA,3,Propranolol Hydrochloride,F,7964
2019,GA,3,Propranolol Hydrochloride,T,0
