year,state,quarter,gennme,prodnme,suppression,totalRX
2019,HI,3,Nifedipine,NIFEDIPINE,F,686
2019,HI,3,Nifedipine,NIFEDIPINE,T,0
2019,HI,3,Pindolol,PINDOLOL,T,0
2019,HI,3,Prazosin Hydrochloride,PRAZOSIN HCL,F,609
2019,HI,3,Prazosin Hydrochloride,PRAZOSIN HCL,T,0
2019,HI,3,Propranolol Hydrochloride,PROPRANOLOL HCL,F,1402
2019,HI,3,Propranolol Hydrochloride,PROPRANOLOL HCL,T,0
2019,HI,3,Quinapril Hydrochloride,QUINAPRIL,T,0
2019,HI,3,Ramipril,ALTACE,T,0
2019,HI,3,Ramipril,RAMIPRIL,F,47
2019,HI,3,Ramipril,RAMIPRIL,T,0
2019,HI,3,Sacubitril/Valsartan,ENTRESTO,F,358
2019,HI,3,Sacubitril/Valsartan,ENTRESTO,T,0
2019,HI,3,Sotalol Hydrochloride,SOTALOL HCL,F,41
2019,HI,3,Sotalol Hydrochloride,SOTALOL HCL,T,0
2019,HI,3,Sotalol Hydrochloride,SOTALOL HCL AF,T,0
2019,HI,3,Sotalol Hydrochloride,SOTYLIZE,T,0
2019,HI,3,Spironolactone,SPIRONOLACTONE,F,1770
2019,HI,3,Spironolactone,SPIRONOLACTONE,T,0
2019,HI,3,Telmisartan,TELMISARTAN,F,13
2019,HI,3,Telmisartan,TELMISARTAN,T,0
2019,HI,3,Tolvaptan;Tolvaptan,JYNARQUE 45/15,T,0
2019,HI,3,Torsemide,TORSEMIDE,F,61
2019,HI,3,Torsemide,TORSEMIDE,T,0
2019,HI,3,Valsartan,VALSARTAN,F,341
2019,HI,3,Valsartan,VALSARTAN,T,0
2019,HI,3,Verapamil Hydrochloride,VERAPAMIL HCL,F,87
2019,HI,3,Verapamil Hydrochloride,VERAPAMIL HCL,T,0
2019,HI,4,Ambrisentan,AMBRISENTAN,T,0
2019,HI,4,Ambrisentan,LETAIRIS,T,0
2019,HI,4,Amiloride Hydrochloride,AMILORIDE HCL,T,0
2019,HI,4,Amiloride Hydrochloride/Hydrochlorothiazide,AMILORIDE HCL/HYDROCHLOROTHIAZIDE,T,0
2019,HI,4,Amlodipine Besylate,AMLODIPINE BESYLATE,F,7016
2019,HI,4,Amlodipine Besylate,AMLODIPINE BESYLATE,T,0
2019,HI,4,Amlodipine Besylate/Benazepril Hydrochloride,AMLODIPINE BESYLATE-BENAZEPRIL HCL,F,433
2019,HI,4,Amlodipine Besylate/Benazepril Hydrochloride,AMLODIPINE BESYLATE-BENAZEPRIL HCL,T,0
2019,HI,4,Amlodipine Besylate/HCTZ/Olmesartan Medoxomil,AMLODIPINE BESYLATE-HCTZ-OLMESARTAN MEDOXOMIL,T,0
2019,HI,4,Amlodipine Besylate/Hydrochlorothiazide/Valsartan,AMLODIPINE-VALSARTAN-HYDROCHLOROTHIAZIDE,T,0
2019,HI,4,Amlodipine Besylate/Olmesartan Medoxomil,AMLODIPINE BESYLATE-OLMESARTAN MEDOXOMIL,T,0
2019,HI,4,Amlodipine Besylate/Valsartan,AMLODIPINE BESYLATE-VALSARTAN,T,0
2019,HI,4,Atenolol,ATENOLOL,F,1275
2019,HI,4,Atenolol,ATENOLOL,T,0
2019,HI,4,Atenolol/Chlorthalidone,ATENOLOL-CHLORTHALIDONE,F,29
2019,HI,4,Atenolol/Chlorthalidone,ATENOLOL-CHLORTHALIDONE,T,0
2019,HI,4,Azilsartan Medoxomil/Chlorthalidone,EDARBYCLOR,T,0
2019,HI,4,Benazepril Hydrochloride,BENAZEPRIL HYDROCHLORIDE,F,223
2019,HI,4,Benazepril Hydrochloride,BENAZEPRIL HYDROCHLORIDE,T,0
2019,HI,4,Benazepril Hydrochloride/Hydrochlorothiazide,BENAZEPRIL HCL/HYDROCHLOROTHIAZIDE,T,0
2019,HI,4,Bisoprolol Fumarate,BISOPROLOL FUMARATE,F,74
2019,HI,4,Bisoprolol Fumarate,BISOPROLOL FUMARATE,T,0
2019,HI,4,Bisoprolol Fumarate/Hydrochlorothiazide,BISOPROLOL FUMARATE/HYDROCHLOROTHIAZIDE,F,70
2019,HI,4,Bisoprolol Fumarate/Hydrochlorothiazide,BISOPROLOL FUMARATE/HYDROCHLOROTHIAZIDE,T,0
2019,HI,4,Bosentan,TRACLEER,T,0
2019,HI,4,Bumetanide,BUMETANIDE,F,210
2019,HI,4,Bumetanide,BUMETANIDE,T,0
2019,HI,4,Candesartan Cilexetil,CANDESARTAN CILEXETIL,T,0
2019,HI,4,Candesartan Cilexetil/Hydrochlorothiazide,CANDESARTAN CILEXETIL-HYDROCHLOROTHIAZIDE,T,0
2019,HI,4,Captopril,CAPTOPRIL,F,19
2019,HI,4,Captopril,CAPTOPRIL,T,0
2019,HI,4,Carvedilol,CARVEDILOL,F,3399
2019,HI,4,Carvedilol,CARVEDILOL,T,0
2019,HI,4,Carvedilol Phosphate,CARVEDILOL,T,0
2019,HI,4,Chlorthalidone,CHLORTHALIDONE,F,599
2019,HI,4,Chlorthalidone,CHLORTHALIDONE,T,0
2019,HI,4,Clonidine Hydrochloride,CLONIDINE HCL,F,974
2019,HI,4,Clonidine Hydrochloride,CLONIDINE HCL,T,0
2019,HI,4,Diltiazem Hydrochloride,CARTIA XT,F,46
2019,HI,4,Diltiazem Hydrochloride,CARTIA XT,T,0
2019,HI,4,Diltiazem Hydrochloride,DILT-XR,F,105
2019,HI,4,Diltiazem Hydrochloride,DILT-XR,T,0
2019,HI,4,Diltiazem Hydrochloride,DILTIAZEM HCL,F,446
2019,HI,4,Diltiazem Hydrochloride,DILTIAZEM HCL,T,0
2019,HI,4,Diltiazem Hydrochloride,DILTIAZEM HCL CD,T,0
2019,HI,4,Diltiazem Hydrochloride,MATZIM LA,F,17
2019,HI,4,Diltiazem Hydrochloride,MATZIM LA,T,0
2019,HI,4,Diltiazem Hydrochloride,TAZTIA XT,T,0
2019,HI,4,Doxazosin Mesylate,DOXAZOSIN,T,0
2019,HI,4,Doxazosin Mesylate,DOXAZOSIN MESYLATE,F,18
2019,HI,4,Doxazosin Mesylate,DOXAZOSIN MESYLATE,T,0
2019,HI,4,Enalapril Maleate,ENALAPRIL MALEATE,F,129
2019,HI,4,Enalapril Maleate,ENALAPRIL MALEATE,T,0
2019,HI,4,Enalapril Maleate,EPANED,T,0
2019,HI,4,Enalapril Maleate/Hydrochlorothiazide,ENALAPRIL/HCTZ,T,0
2019,HI,4,Eplerenone,EPLERENONE,F,40
2019,HI,4,Eplerenone,EPLERENONE,T,0
2019,HI,4,Felodipine,FELODIPINE,F,200
2019,HI,4,Felodipine,FELODIPINE,T,0
2019,HI,4,Fosinopril Sodium,FOSINOPRIL SODIUM,T,0
2019,HI,4,Fosinopril Sodium/Hydrochlorothiazide,FOSINOPRIL SODIUM-HYDROCHLOROTHIAZIDE,T,0
2019,HI,4,Furosemide,FUROSEMIDE,F,4003
2019,HI,4,Furosemide,FUROSEMIDE,T,0
2019,HI,4,Furosemide,FUROSEMIDE NOVAPLUS,T,0
2019,HI,4,Guanfacine Hydrochloride,GUANFACINE HCL,F,523
2019,HI,4,Guanfacine Hydrochloride,GUANFACINE HCL,T,0
2019,HI,4,Guanfacine Hydrochloride,INTUNIV,T,0
2019,HI,4,Hydralazine Hydrochloride,HYDRALAZINE HCL,F,494
2019,HI,4,Hydralazine Hydrochloride,HYDRALAZINE HCL,T,0
2019,HI,4,Hydrochlorothiazide,HYDROCHLOROTHIAZIDE,F,4224
2019,HI,4,Hydrochlorothiazide,HYDROCHLOROTHIAZIDE,T,0
2019,HI,4,Hydrochlorothiazide/Irbesartan,IRBESARTAN/HYDROCHLOROTHIAZIDE,F,36
2019,HI,4,Hydrochlorothiazide/Irbesartan,IRBESARTAN/HYDROCHLOROTHIAZIDE,T,0
2019,HI,4,Hydrochlorothiazide/Lisinopril,LISINOPRIL/HYDROCHLOROTHIAZIDE,F,1343
2019,HI,4,Hydrochlorothiazide/Lisinopril,LISINOPRIL/HYDROCHLOROTHIAZIDE,T,0
2019,HI,4,Hydrochlorothiazide/Losartan Potassium,LOSARTAN POTASSIUM-HYDROCHLOROTHIAZIDE,F,1987
2019,HI,4,Hydrochlorothiazide/Losartan Potassium,LOSARTAN POTASSIUM-HYDROCHLOROTHIAZIDE,T,0
2019,HI,4,Hydrochlorothiazide/Metoprolol Tartrate,METOPROLOL TARTRATE/HYDROCHLOROTHIAZIDE,T,0
2019,HI,4,Hydrochlorothiazide/Spironolactone,SPIRONOLACTONE-HYDROCHLOROTHIAZIDE,F,47
2019,HI,4,Hydrochlorothiazide/Spironolactone,SPIRONOLACTONE-HYDROCHLOROTHIAZIDE,T,0
2019,HI,4,Hydrochlorothiazide/Telmisartan,TELMISARTAN/HYDROCHLOROTHIAZIDE,T,0
2019,HI,4,Hydrochlorothiazide/Triamterene,TRIAMTERENE/HYDROCHLOROTHIAZIDE,F,347
2019,HI,4,Hydrochlorothiazide/Triamterene,TRIAMTERENE/HYDROCHLOROTHIAZIDE,T,0
2019,HI,4,Hydrochlorothiazide/Valsartan,VALSARTAN/HYDROCHLOROTHIAZIDE,F,127
2019,HI,4,Hydrochlorothiazide/Valsartan,VALSARTAN/HYDROCHLOROTHIAZIDE,T,0
2019,HI,4,Indapamide,INDAPAMIDE,T,0
2019,HI,4,Irbesartan,IRBESARTAN,F,485
2019,HI,4,Irbesartan,IRBESARTAN,T,0
2019,HI,4,Labetalol Hydrochloride,LABETALOL HCL,F,575
2019,HI,4,Labetalol Hydrochloride,LABETALOL HCL,T,0
2019,HI,4,Lisinopril,LISINOPRIL,F,12826
2019,HI,4,Lisinopril,LISINOPRIL,T,0
2019,HI,4,Losartan Potassium,LOSARTAN POTASSIUM,F,10821
2019,HI,4,Losartan Potassium,LOSARTAN POTASSIUM,T,0
2019,HI,4,Macitentan,OPSUMIT,F,20
2019,HI,4,Methyldopa,METHYLDOPA,F,22
2019,HI,4,Methyldopa,METHYLDOPA,T,0
2019,HI,4,Metolazone,METOLAZONE,F,171
2019,HI,4,Metolazone,METOLAZONE,T,0
2019,HI,4,Metoprolol Succinate,METOPROLOL SUCCINATE,F,5587
2019,HI,4,Metoprolol Succinate,METOPROLOL SUCCINATE,T,0
2019,HI,4,Metoprolol Tartrate,METOPROLOL TARTRATE,F,1957
2019,HI,4,Metoprolol Tartrate,METOPROLOL TARTRATE,T,0
2019,HI,4,Minoxidil,MINOXIDIL,T,0
2019,HI,4,Nadolol,NADOLOL,F,62
2019,HI,4,Nadolol,NADOLOL,T,0
2019,HI,4,Nebivolol Hydrochloride,BYSTOLIC,T,0
2019,HI,4,Nifedipine,NIFEDIPINE,F,695
2019,HI,4,Nifedipine,NIFEDIPINE,T,0
2019,HI,4,Nimodipine,NIMODIPINE,T,0
2019,HI,4,Pindolol,PINDOLOL,T,0
2019,HI,4,Prazosin Hydrochloride,PRAZOSIN HCL,F,585
2019,HI,4,Prazosin Hydrochloride,PRAZOSIN HCL,T,0
2019,HI,4,Propranolol Hydrochloride,PROPRANOLOL HCL,F,1326
2019,HI,4,Propranolol Hydrochloride,PROPRANOLOL HCL,T,0
2019,HI,4,Quinapril Hydrochloride,QUINAPRIL,T,0
2019,HI,4,Ramipril,RAMIPRIL,F,43
2019,HI,4,Ramipril,RAMIPRIL,T,0
2019,HI,4,Sacubitril/Valsartan,ENTRESTO,F,348
2019,HI,4,Sacubitril/Valsartan,ENTRESTO,T,0
2019,HI,4,Sotalol Hydrochloride,SOTALOL HCL,F,25
2019,HI,4,Sotalol Hydrochloride,SOTALOL HCL,T,0
2019,HI,4,Sotalol Hydrochloride,SOTALOL HCL AF,T,0
2019,HI,4,Spironolactone,SPIRONOLACTONE,F,1693
2019,HI,4,Spironolactone,SPIRONOLACTONE,T,0
2019,HI,4,Telmisartan,TELMISARTAN,T,0
2019,HI,4,Torsemide,TORSEMIDE,F,75
2019,HI,4,Torsemide,TORSEMIDE,T,0
2019,HI,4,Valsartan,DIOVAN,T,0
2019,HI,4,Valsartan,VALSARTAN,F,338
2019,HI,4,Valsartan,VALSARTAN,T,0
2019,HI,4,Verapamil Hydrochloride,VERAPAMIL HCL,F,109
2019,HI,4,Verapamil Hydrochloride,VERAPAMIL HCL,T,0
2019,IA,1,Acebutolol Hydrochloride,ACEBUTOLOL HCL,T,0
2019,IA,1,Aliskiren,TEKTURNA,T,0
2019,IA,1,Ambrisentan,LETAIRIS,F,15
2019,IA,1,Ambrisentan,LETAIRIS,T,0
2019,IA,1,Amiloride Hydrochloride,AMILORIDE HCL,F,40
2019,IA,1,Amiloride Hydrochloride,AMILORIDE HCL,T,0
2019,IA,1,Amiloride Hydrochloride/Hydrochlorothiazide,AMILORIDE HCL/HYDROCHLOROTHIAZIDE,T,0
2019,IA,1,Amlodipine Besylate,AMLODIPINE BESYLATE,F,7175
2019,IA,1,Amlodipine Besylate,AMLODIPINE BESYLATE,T,0
2019,IA,1,Amlodipine Besylate/Benazepril Hydrochloride,AMLODIPINE BESYLATE-BENAZEPRIL HCL,F,72
2019,IA,1,Amlodipine Besylate/Benazepril Hydrochloride,AMLODIPINE BESYLATE-BENAZEPRIL HCL,T,0
2019,IA,1,Amlodipine Besylate/HCTZ/Olmesartan Medoxomil,AMLODIPINE BESYLATE-HCTZ-OLMESARTAN MEDOXOMIL,T,0
2019,IA,1,Amlodipine Besylate/Hydrochlorothiazide/Valsartan,AMLODIPINE-VALSARTAN-HYDROCHLOROTHIAZIDE,T,0
2019,IA,1,Amlodipine Besylate/Olmesartan Medoxomil,AMLODIPINE BESYLATE-OLMESARTAN MEDOXOMIL,T,0
2019,IA,1,Amlodipine Besylate/Valsartan,AMLODIPINE BESYLATE-VALSARTAN,T,0
2019,IA,1,Atenolol,ATENOLOL,F,1278
2019,IA,1,Atenolol,ATENOLOL,T,0
2019,IA,1,Atenolol/Chlorthalidone,ATENOLOL-CHLORTHALIDONE,F,47
2019,IA,1,Azilsartan Medoxomil/Chlorthalidone,EDARBYCLOR,T,0
2019,IA,1,Benazepril Hydrochloride,BENAZEPRIL HYDROCHLORIDE,F,384
2019,IA,1,Benazepril Hydrochloride,BENAZEPRIL HYDROCHLORIDE,T,0
2019,IA,1,Benazepril Hydrochloride/Hydrochlorothiazide,BENAZEPRIL HCL/HYDROCHLOROTHIAZIDE,F,17
2019,IA,1,Benazepril Hydrochloride/Hydrochlorothiazide,BENAZEPRIL HCL/HYDROCHLOROTHIAZIDE,T,0
2019,IA,1,Bisoprolol Fumarate,BISOPROLOL FUMARATE,F,253
2019,IA,1,Bisoprolol Fumarate,BISOPROLOL FUMARATE,T,0
2019,IA,1,Bisoprolol Fumarate/Hydrochlorothiazide,BISOPROLOL FUMARATE/HYDROCHLOROTHIAZIDE,F,44
2019,IA,1,Bisoprolol Fumarate/Hydrochlorothiazide,BISOPROLOL FUMARATE/HYDROCHLOROTHIAZIDE,T,0
2019,IA,1,Bisoprolol Fumarate/Hydrochlorothiazide,BISOPROLOL/HCTZ,T,0
2019,IA,1,Bosentan,TRACLEER,T,0
2019,IA,1,Bumetanide,BUMETANIDE,F,439
2019,IA,1,Bumetanide,BUMETANIDE,T,0
2019,IA,1,Candesartan Cilexetil,CANDESARTAN CILEXETIL,T,0
2019,IA,1,Candesartan Cilexetil/Hydrochlorothiazide,CANDESARTAN CILEXETIL-HYDROCHLOROTHIAZIDE,T,0
2019,IA,1,Captopril,CAPTOPRIL,T,0
2019,IA,1,Carvedilol,CARVEDILOL,F,1613
2019,IA,1,Carvedilol,CARVEDILOL,T,0
2019,IA,1,Carvedilol Phosphate,CARVEDILOL,T,0
2019,IA,1,Carvedilol Phosphate,COREG CR,T,0
2019,IA,1,Chlorothiazide,CHLOROTHIAZIDE,T,0
2019,IA,1,Chlorothiazide,DIURIL,F,29
2019,IA,1,Chlorothiazide,DIURIL,T,0
2019,IA,1,Chlorthalidone,CHLORTHALIDONE,F,552
2019,IA,1,Chlorthalidone,CHLORTHALIDONE,T,0
2019,IA,1,Clonidine Hydrochloride,CLONIDINE HCL,F,14963
2019,IA,1,Clonidine Hydrochloride,CLONIDINE HCL,T,0
2019,IA,1,Clonidine Hydrochloride,DURACLON,F,14
2019,IA,1,Diltiazem Hydrochloride,CARTIA XT,F,193
2019,IA,1,Diltiazem Hydrochloride,CARTIA XT,T,0
2019,IA,1,Diltiazem Hydrochloride,DILT-XR,F,120
2019,IA,1,Diltiazem Hydrochloride,DILT-XR,T,0
2019,IA,1,Diltiazem Hydrochloride,DILTIAZEM HCL,F,504
2019,IA,1,Diltiazem Hydrochloride,DILTIAZEM HCL,T,0
2019,IA,1,Diltiazem Hydrochloride,DILTIAZEM HCL CD,T,0
2019,IA,1,Diltiazem Hydrochloride,MATZIM LA,T,0
2019,IA,1,Diltiazem Hydrochloride,TAZTIA XT,T,0
2019,IA,1,Doxazosin Mesylate,DOXAZOSIN,F,16
2019,IA,1,Doxazosin Mesylate,DOXAZOSIN MESYLATE,F,175
2019,IA,1,Doxazosin Mesylate,DOXAZOSIN MESYLATE,T,0
2019,IA,1,Enalapril Maleate,ENALAPRIL MALEATE,F,659
2019,IA,1,Enalapril Maleate,ENALAPRIL MALEATE,T,0
2019,IA,1,Enalapril Maleate,EPANED,F,182
2019,IA,1,Enalapril Maleate/Hydrochlorothiazide,ENALAPRIL/HCTZ,F,25
2019,IA,1,Enalapril Maleate/Hydrochlorothiazide,ENALAPRIL/HCTZ,T,0
2019,IA,1,Eplerenone,EPLERENONE,T,0
2019,IA,1,Felodipine,FELODIPINE,T,0
2019,IA,1,Fosinopril Sodium,FOSINOPRIL SODIUM,T,0
2019,IA,1,Furosemide,FUROSEMIDE,F,5599
2019,IA,1,Furosemide,FUROSEMIDE,T,0
2019,IA,1,Furosemide,FUROSEMIDE NOVAPLUS,T,0
2019,IA,1,Furosemide,LASIX,T,0
2019,IA,1,Furosemide,PREMIERPRO RX FUROSEMIDE,T,0
2019,IA,1,Guanfacine Hydrochloride,GUANFACINE HCL,F,13930
2019,IA,1,Guanfacine Hydrochloride,GUANFACINE HCL,T,0
2019,IA,1,Guanfacine Hydrochloride,GUANFACINE HCL AVPAK,T,0
2019,IA,1,Guanfacine Hydrochloride,INTUNIV,F,62
2019,IA,1,Guanfacine Hydrochloride,INTUNIV,T,0
2019,IA,1,Hydralazine Hydrochloride,HYDRALAZINE HCL,F,495
2019,IA,1,Hydralazine Hydrochloride,HYDRALAZINE HCL,T,0
2019,IA,1,Hydrochlorothiazide,HYDROCHLOROTHIAZIDE,F,4382
2019,IA,1,Hydrochlorothiazide,HYDROCHLOROTHIAZIDE,T,0
2019,IA,1,Hydrochlorothiazide/Irbesartan,IRBESARTAN/HYDROCHLOROTHIAZIDE,T,0
2019,IA,1,Hydrochlorothiazide/Lisinopril,LISINOPRIL/HYDROCHLOROTHIAZIDE,F,2225
2019,IA,1,Hydrochlorothiazide/Lisinopril,LISINOPRIL/HYDROCHLOROTHIAZIDE,T,0
2019,IA,1,Hydrochlorothiazide/Losartan Potassium,LOSARTAN POTASSIUM-HYDROCHLOROTHIAZIDE,F,480
2019,IA,1,Hydrochlorothiazide/Losartan Potassium,LOSARTAN POTASSIUM-HYDROCHLOROTHIAZIDE,T,0
2019,IA,1,Hydrochlorothiazide/Propranolol Hydrochloride,PROPRANOLOL/HCTZ,T,0
2019,IA,1,Hydrochlorothiazide/Spironolactone,SPIRONOLACTONE-HYDROCHLOROTHIAZIDE,F,29
2019,IA,1,Hydrochlorothiazide/Spironolactone,SPIRONOLACTONE-HYDROCHLOROTHIAZIDE,T,0
2019,IA,1,Hydrochlorothiazide/Telmisartan,TELMISARTAN/HYDROCHLOROTHIAZIDE,T,0
2019,IA,1,Hydrochlorothiazide/Triamterene,TRIAMTERENE/HYDROCHLOROTHIAZIDE,F,571
2019,IA,1,Hydrochlorothiazide/Triamterene,TRIAMTERENE/HYDROCHLOROTHIAZIDE,T,0
2019,IA,1,Hydrochlorothiazide/Valsartan,VALSARTAN/HYDROCHLOROTHIAZIDE,T,0
2019,IA,1,Indapamide,INDAPAMIDE,T,0
2019,IA,1,Irbesartan,IRBESARTAN,F,38
2019,IA,1,Irbesartan,IRBESARTAN,T,0
2019,IA,1,Isradipine,ISRADIPINE,T,0
2019,IA,1,Labetalol Hydrochloride,LABETALOL HCL,F,567
2019,IA,1,Labetalol Hydrochloride,LABETALOL HCL,T,0
2019,IA,1,Lisinopril,LISINOPRIL,F,12722
2019,IA,1,Lisinopril,LISINOPRIL,T,0
2019,IA,1,Lisinopril,QBRELIS,F,22
2019,IA,1,Losartan Potassium,LOSARTAN POTASSIUM,F,3161
2019,IA,1,Losartan Potassium,LOSARTAN POTASSIUM,T,0
2019,IA,1,Macitentan,OPSUMIT,F,13
2019,IA,1,Methyldopa,METHYLDOPA,T,0
2019,IA,1,Metolazone,METOLAZONE,F,176
2019,IA,1,Metolazone,METOLAZONE,T,0
2019,IA,1,Metoprolol Succinate,METOPROLOL SUCCINATE,F,5020
2019,IA,1,Metoprolol Succinate,METOPROLOL SUCCINATE,T,0
2019,IA,1,Metoprolol Succinate,TOPROL XL,T,0
2019,IA,1,Metoprolol Tartrate,METOPROLOL TARTRATE,F,4199
2019,IA,1,Metoprolol Tartrate,METOPROLOL TARTRATE,T,0
2019,IA,1,Minoxidil,MINOXIDIL,T,0
2019,IA,1,Moexipril Hydrochloride,MOEXIPRIL HYDROCHLORIDE,T,0
2019,IA,1,Nadolol,NADOLOL,F,137
2019,IA,1,Nadolol,NADOLOL,T,0
2019,IA,1,Nebivolol Hydrochloride,BYSTOLIC,F,38
2019,IA,1,Nebivolol Hydrochloride,BYSTOLIC,T,0
2019,IA,1,Nicardipine Hydrochloride,NICARDIPINE HCL,T,0
2019,IA,1,Nifedipine,NIFEDIPINE,F,406
2019,IA,1,Nifedipine,NIFEDIPINE,T,0
2019,IA,1,Nifedipine,NIFEDIPINE AVPAK,T,0
2019,IA,1,Pindolol,PINDOLOL,T,0
2019,IA,1,Prazosin Hydrochloride,PRAZOSIN HCL,F,3550
2019,IA,1,Prazosin Hydrochloride,PRAZOSIN HCL,T,0
2019,IA,1,Propranolol Hydrochloride,PROPRANOLOL HCL,F,3970
2019,IA,1,Propranolol Hydrochloride,PROPRANOLOL HCL,T,0
2019,IA,1,Propranolol Hydrochloride,PROPRANOLOL HCL AVPAK,T,0
2019,IA,1,Quinapril Hydrochloride,QUINAPRIL,T,0
2019,IA,1,Ramipril,RAMIPRIL,F,62
2019,IA,1,Ramipril,RAMIPRIL,T,0
2019,IA,1,Riociguat,ADEMPAS,T,0
2019,IA,1,Sacubitril/Valsartan,ENTRESTO,F,96
2019,IA,1,Sacubitril/Valsartan,ENTRESTO,T,0
2019,IA,1,Sotalol Hydrochloride,SOTALOL HCL,F,160
2019,IA,1,Sotalol Hydrochloride,SOTALOL HCL,T,0
2019,IA,1,Sotalol Hydrochloride,SOTALOL HCL AF,T,0
2019,IA,1,Sotalol Hydrochloride,SOTYLIZE,T,0
2019,IA,1,Spironolactone,CAROSPIR,T,0
2019,IA,1,Spironolactone,SPIRONOLACTONE,F,2390
2019,IA,1,Spironolactone,SPIRONOLACTONE,T,0
2019,IA,1,Telmisartan,MICARDIS,T,0
2019,IA,1,Telmisartan,TELMISARTAN,T,0
2019,IA,1,Timolol Maleate,TIMOLOL MALEATE,T,0
2019,IA,1,Tolvaptan;Tolvaptan,JYNARQUE 45/15,T,0
2019,IA,1,Tolvaptan;Tolvaptan,JYNARQUE 60/30,T,0
2019,IA,1,Torsemide,TORSEMIDE,F,217
2019,IA,1,Torsemide,TORSEMIDE,T,0
2019,IA,1,Trandolapril/Verapamil Hydrochloride,TRANDOLAPRIL/VERAPAMIL HCL,T,0
2019,IA,1,Valsartan,VALSARTAN,T,0
2019,IA,1,Verapamil Hydrochloride,VERAPAMIL HCL,F,493
2019,IA,1,Verapamil Hydrochloride,VERAPAMIL HCL,T,0
2019,IA,2,Acebutolol Hydrochloride,ACEBUTOLOL HCL,T,0
2019,IA,2,Aliskiren,TEKTURNA,T,0
2019,IA,2,Ambrisentan,AMBRISENTAN,T,0
2019,IA,2,Ambrisentan,LETAIRIS,T,0
2019,IA,2,Amiloride Hydrochloride,AMILORIDE HCL,F,65
2019,IA,2,Amiloride Hydrochloride,AMILORIDE HCL,T,0
2019,IA,2,Amiloride Hydrochloride/Hydrochlorothiazide,AMILORIDE HCL/HYDROCHLOROTHIAZIDE,T,0
2019,IA,2,Amlodipine Besylate,AMLODIPINE BESYLATE,F,7541
2019,IA,2,Amlodipine Besylate,AMLODIPINE BESYLATE,T,0
2019,IA,2,Amlodipine Besylate/Benazepril Hydrochloride,AMLODIPINE BESYLATE-BENAZEPRIL HCL,F,92
2019,IA,2,Amlodipine Besylate/Benazepril Hydrochloride,AMLODIPINE BESYLATE-BENAZEPRIL HCL,T,0
2019,IA,2,Amlodipine Besylate/HCTZ/Olmesartan Medoxomil,AMLODIPINE BESYLATE-HCTZ-OLMESARTAN MEDOXOMIL,T,0
2019,IA,2,Amlodipine Besylate/Hydrochlorothiazide/Valsartan,AMLODIPINE-VALSARTAN-HYDROCHLOROTHIAZIDE,T,0
2019,IA,2,Amlodipine Besylate/Olmesartan Medoxomil,AMLODIPINE BESYLATE-OLMESARTAN MEDOXOMIL,T,0
2019,IA,2,Amlodipine Besylate/Valsartan,AMLODIPINE BESYLATE-VALSARTAN,T,0
2019,IA,2,Atenolol,ATENOLOL,F,1315
2019,IA,2,Atenolol,ATENOLOL,T,0
2019,IA,2,Atenolol/Chlorthalidone,ATENOLOL-CHLORTHALIDONE,F,54
2019,IA,2,Atenolol/Chlorthalidone,ATENOLOL-CHLORTHALIDONE,T,0
2019,IA,2,Azilsartan Medoxomil/Chlorthalidone,EDARBYCLOR,T,0
2019,IA,2,Benazepril Hydrochloride,BENAZEPRIL HYDROCHLORIDE,F,383
2019,IA,2,Benazepril Hydrochloride,BENAZEPRIL HYDROCHLORIDE,T,0
2019,IA,2,Benazepril Hydrochloride/Hydrochlorothiazide,BENAZEPRIL HCL/HYDROCHLOROTHIAZIDE,F,18
2019,IA,2,Benazepril Hydrochloride/Hydrochlorothiazide,BENAZEPRIL HCL/HYDROCHLOROTHIAZIDE,T,0
2019,IA,2,Bisoprolol Fumarate,BISOPROLOL FUMARATE,F,253
2019,IA,2,Bisoprolol Fumarate,BISOPROLOL FUMARATE,T,0
2019,IA,2,Bisoprolol Fumarate/Hydrochlorothiazide,BISOPROLOL FUMARATE/HYDROCHLOROTHIAZIDE,F,63
2019,IA,2,Bisoprolol Fumarate/Hydrochlorothiazide,BISOPROLOL FUMARATE/HYDROCHLOROTHIAZIDE,T,0
2019,IA,2,Bisoprolol Fumarate/Hydrochlorothiazide,BISOPROLOL/HCTZ,T,0
2019,IA,2,Bosentan,BOSENTAN,T,0
2019,IA,2,Bosentan,TRACLEER,T,0
2019,IA,2,Bumetanide,BUMETANIDE,F,462
2019,IA,2,Bumetanide,BUMETANIDE,T,0
2019,IA,2,Candesartan Cilexetil,CANDESARTAN CILEXETIL,T,0
2019,IA,2,Candesartan Cilexetil/Hydrochlorothiazide,CANDESARTAN CILEXETIL-HYDROCHLOROTHIAZIDE,T,0
2019,IA,2,Captopril,CAPTOPRIL,T,0
2019,IA,2,Carvedilol,CARVEDILOL,F,1741
2019,IA,2,Carvedilol,CARVEDILOL,T,0
2019,IA,2,Carvedilol Phosphate,CARVEDILOL,T,0
2019,IA,2,Carvedilol Phosphate,COREG CR,T,0
2019,IA,2,Chlorothiazide,CHLOROTHIAZIDE,T,0
2019,IA,2,Chlorothiazide,DIURIL,F,54
2019,IA,2,Chlorthalidone,CHLORTHALIDONE,F,583
2019,IA,2,Chlorthalidone,CHLORTHALIDONE,T,0
2019,IA,2,Clonidine Hydrochloride,CLONIDINE HCL,F,14897
